PRO_REFERENCIA;PRO_DESCRICAO;PRO_MARCA;PRO_PRECO;PRO_UNIDADE;PRO_REFERENCIAFOR;PRO_PESO;PRO_CLASSIFICACAO;PRO_BARRA;PRO_ESTOQUE 
24712;FAQUEIRO 24 PCS TROIA PRETO;SIMONAGGIO;17,340000;UN;T2620/24;,444000;8215.20.00;7896211872917;324,000000
24713;FAQUEIRO 24 PCS TROIA BEGE;SIMONAGGIO;17,340000;UN;T2720/24;,445000;8215.20.00;7896211872924;188,000000
24750;ESCORREDOR DE ARROZ INOX 26CM;CATUAI;16,890000;UN;3405;,230000;7323.93.00;7899701802203;15.380,000000
24751;ESCORREDOR DE MACARRAO INOX 24CM;CATUAI;12,959950;UN;3404;,197000;7323.93.00;7899701802234;10.149,000000
24752;ESCORREDOR DE MACARRAO 28CM INOX;CATUAI;20,810000;UN;VCL72100-5;,269000;7323.93.00;7899701802258;10.228,000000
24753;TIGELA DE INOX FUNDA 16CM;CATUAI;4,450000;UN;VCL 72100-3;,068000;7323.93.00;7899701802272;3.986,000000
24754;TIGELA DE INOX FUNDA 20CM;CATUAI;6,790000;UN;VCL 12007-20;,095000;7323.93.00;7899701802289;3.655,000000
24755;TIGELA DE INOX FUNDA 24CM;CATUAI;10,080000;UN;VCL 12007-24;,142000;7323.93.00;7899701802302;1.878,000000
24756;COPO DE INOX PEQUENO 250ML;CATUAI;2,460000;UN;3408;,032000;7323.93.00;7899701802371;5.049,000000
24757;COPO DE INOX GRANDE 500ML;CATUAI;4,610000;UN;3409;,089000;7323.93.00;7899701802395;8.792,000000
24759;SOUSPLATE INOX 33CM;CATUAI;10,560000;UN;OSN CP 33;,284000;7323.93.00;7899701802401;7.919,000000
24760;BANDEJA TRADICIONAL DE INOX RASA 20CM;CATUAI;6,610000;UN;OSN BR STOT 20;,079000;7323.93.00;7899701802418;,000000
24761;BANDEJA TRADICIONAL DE INOX RASA 25CM;CATUAI;9,950000;UN;OSN BR STOT 25;,114000;7323.93.00;7899701802425;4.757,000000
24762;BANDEJA TRADICIONAL DE INOX RASA 30CM;CATUAI;13,040000;UN;OSN BR STOT 30;,158000;7323.93.00;7899701802432;3.045,000000
24763;BANDEJA TRADICIONAL DE INOX RASA 35CM;CATUAI;16,790000;UN;OSN BR STOT 35;,330000;7323.93.00;7899701802449;2.077,000000
24765;BANDEJA TRADICIONAL DE INOX FUNDA 20CM;CATUAI;7,950000;UN;OSB BR DOT 20;,104000;7323.93.00;7899701802463;3.470,000000
24766;BANDEJA TRADICIONAL DE INOX FUNDA 25CM;CATUAI;11,580000;UN;OSB BR DOT 25;,143000;7323.93.00;7899701802470;722,000000
24767;BANDEJA TRADICIONAL DE INOX FUNDA 30CM;CATUAI;15,940000;UN;OSB BR DOT 30;,195000;7323.93.00;7899701802487;2.362,000000
24768;COLHER P/ SUCO DE INOX 30CM;CATUAI;3,320000;UN;3410;,038000;8215.99.10;7899701802494;,000000
24770;COQUETELEIRA INOX C/ CX PRESENTE  500ML;CATUAI;18,350000;UN;VCL 82157 B;,274000;7323.93.00;7899701802517;5.110,000000
24771;BALDE DE GELO C/ PEGADOR C/ CX 750ML;CATUAI;13,910000;UN;ON NIB 1;,203000;7323.93.00;7899701802524;-104,000000
24774;ACUCAREIRO DE INOX C/ COLHER C/ CAIXA;CATUAI;18,940000;UN;OSN BRX10217910;,194000;7323.93.00;7899701802555;1.535,000000
24775;ESCUMADEIRA DE INOX 22CM;CATUAI;5,140000;UN;OSN SSP - SK;,075000;8215.99.10;7899701802562;9.261,000000
24776;COLHER DE INOX 22CM;CATUAI;5,000000;UN;OSN SSP - BP;,063000;8215.99.10;7899701802579;8.217,000000
24777;CONCHA DE INOX 22CM;CATUAI;5,000000;UN;OSN SSP - LD;,073000;8215.99.10;7899701802586;8.677,000000
24778;COADOR DE INOX 7,5CM;CATUAI;4,619990;UN;3406;,035000;9604.00.00;7899701802593;12.388,000000
24779;COADOR DE INOX 10CM;CATUAI;5,890000;UN;VCL 122099 10;,035000;9604.00.00;7899701802609;11.184,000000
24780;COADOR DE INOX 12CM;CATUAI;8,270000;UN;3407;,060000;7323.93.00;7899701802616;10.484,000000
24783;TIGELA COLOR 16CM;CATUAI;8,220000;UN;VIL - BL05 - 16;,090000;7323.93.00;7899701802647;3.911,000000
24784;TIGELA COLOR 20CM;CATUAI;11,120000;UN;VIL - BL05 - 20;,151000;7323.93.00;7899701802654;2.399,000000
24785;TIGELA COLOR 24CM;CATUAI;16,160000;UN;VIL - BL05 - 24;,192000;7323.93.00;7899701802661;2.380,000000
24789;CANECA INOX 8CM - 250ML;CATUAI;4,209980;UN;VCL 102121 - 8;,062000;7323.93.00;7899701802708;8.302,000000
24790;CANECA INOX 12CM - 750ML;CATUAI;9,549900;UN;VCL 102121 - 12;,142000;7323.93.00;7899701802715;7.024,000000
24796;ESPATULA VAZADA INOX 33CM;CATUAI;7,530000;UN;4796;,110000;8215.99.10;7898297154260;1.142,000000
24797;PEGADOR DE MASSA INOX 33CM;CATUAI;6,930000;UN;4797;,089000;8215.99.10;7899701802791;-4,000000
24798;GARFO TRINCHANTE INOX CATUAI 33CM;CATUAI;6,510000;UN;4798;,070000;8215.99.10;7899701802807;843,000000
24803;LAVA TUDO 28CM;CATUAI;9,310000;UN;2803;,156000;9604.00.00;7899701802852;5.161,000000
24804;PENEIRA INOX 24X09CM CABO BRANCO;CATUAI;4,300000;UN;3090A;,048000;9604.00.00;7899701802869;2.869,000000
24805;PENEIRA INOX 24X09CM CABO PRETO;CATUAI;4,050000;UN;3090B;,049000;9604.00.00;7899701802876;3.503,000000
24806;CORTADOR P/ PIZZA 19X6,5CM CABO BRANCO;CATUAI;4,420000;UN;3094-A;,063000;8215.99.90;7899701802883;4.346,000000
24807;CORTADOR P/ PIZZA 19CM CABO PRETO;CATUAI;4,429990;UN;3094-B;,063000;8215.99.90;7899701802890;5.215,000000
24808;ESPATULA PARA BOLO 25 CM CABO BRANCO;CATUAI;4,700000;UN;3098-A;,065000;8215.99.90;7899701802906;4.887,000000
24809;ESPATULA PARA BOLO 25 CM CABO PRETO;CATUAI;5,130000;UN;3098-B;,064000;8215.99.90;7899701802913;8.116,000000
24821;PORTA FRIOS DE ACRILICO KEITA;KEITA;8,320000;UN;FR01;,197000;3924.10.00;7897839701290;247,000000
24823;MANTEGUEIRA CRISTAL C/ESPATULA;KEITA;5,740000;UN;MA01;,097000;3924.10.00;7897839701276;152,000000
24863;ESPATULA / PLAINA P/ QUEIJO 21,5X7,3CM CABO BRANCO;CATUAI;4,420000;UN;3097-A;,075000;8215.99.90;7899701803125;3.490,000000
24864;ESPATULA / PLAINA P/ QUEIJO 21,5X7,3CM CABO PRETO;CATUAI;5,119930;UN;3097-B;,075000;8215.99.90;7899701803132;3.094,000000
24890;QUEBRA NOZES DE INOX;CATUAI;8,270000;UN;1067;,091000;8205.51.00;7899701803392;1.461,000000
24905;GARRAFA DE PLASTICO C/ RECIPIENTE 600ML;CATUAI;6,990000;UN;9263;,080000;3924.10.00;7899701803460;7.837,000000
24907;CABIDE PLASTICO C/ VENTOSA 2PCS;CATUAI;2,880000;UN;5656;,040000;3926.90.90;7899701803484;10.272,000000
24913;XICARA CHA S/ PIRES DIAMANTE CX-12;NADIR FIGUEIRED;42,960000;CX/12;52380200823015;2,184000;7013.49.00;7891155036289;14.223,000000
24932;ESPANADOR SINTETICO G 50CM;SHANGRI-LA;6,597750;UN;100829;,068000;9603.90.00;7896771008290;235,000000
24969;CESTA TELADA  C/ALCA. 21,4 LTS VERDE;PLASNEW;25,400000;UN;8100;,601000;3924.90.00;7897848781009;15,000000
24970;CESTA TELADA  C/ALÇA. 21,4 LTS AZUL;PLASNEW;25,400000;UN;8101;,590000;3924.90.00;7897848781016;98,000000
24971;CESTA TELADA  C/ALÇA. 21,4 LTS AMARELA;PLASNEW;25,400000;UN;8102;,597000;3924.90.00;7897848781023;45,000000
24972;CESTA TELADA  C/ALÇA. 21,4 LTS VERMELHA;PLASNEW;25,400000;UN;8105;,716000;3924.90.00;7897848781054;184,000000
24979;LIXEIRA C/ PEDAL RED. DECORADA 12LTS;GENECY;17,500000;UN;4979;,454000;3924.90.00;7899701803569;236,000000
24991;MARMITA TERMICA ROSCA 1,5LTS CAPUCCINO;SIMONAGGIO;29,000000;UN;MK 401-CP;,466000;3924.10.00;7896211876779;65,000000
25031;SUPORTE PARA GALAO DE AGUA BRANCO;PRATIC SUPORTE;12,694320;UN;00560;,384000;3924.10.00;7898939775600;513,000000
25050;VARAL CHAO S/ ABAS MOR 80X50X83CM;MOR;39,300000;UN;6004;1,742000;7323.99.00;7896020660040;120,000000
25051;VARAL CHAO C/ ABAS 1.52X56X94CM;MOR;71,350000;UN;6005;3,414000;7323.99.00;7896020660057;69,000000
25055;COPO BEER 250ML CX-12 CATUAI;CATUAI;28,560000;CX/12;9133;2,256000;7013.37.00;7899701803682;-36,000000
25056;COPO JUICE LONG DRINK 285 ML CX-12 CATUAI;CATUAI;27,480000;CX/12;2124/5050;2,448000;7013.37.00;7899701803712;24.263,000000
25059;MARMITA TERMICA ROSCA 1,5LTS VERMELHA;SIMONAGGIO;29,000000;UN;MK 401-VM;,446000;3924.10.00;7896211876786;37,000000
25060;GARRAFA TERM. ROLHA IDEAL VERDE OASIS 1LT;INVICTA;14,900000;UN;101184311501;,562000;9617.00.10;7891691184314;8.257,000000
25061;GARRAFA TERM. ROLHA IDEAL PRETA 1LT;INVICTA;14,900000;UN;101184310105;,560000;9617.00.10;7891691284311;8.891,000000
25063;RALADOR 4 FACES 8";CATUAI;12,200000;UN;9243;,144000;8205.51.00;7899701803736;4.673,000000
25064;CABIDE PLASTICO DE PAREDE C/ 5 GANCHOS;CATUAI;3,380000;UN;9840;,050000;3926.90.90;7899701803743;1.524,000000
25065;GARRAFA DE PLASTICO 600ML;CATUAI;9,240000;UN;9264;,094000;3923.30.00;7899701803750;7.665,000000
25089;FACA PROFISSIONAL N.12" INOX CATUAI;CATUAI;23,510000;UN;6391;,296000;8211.92.10;7899701803910;485,000000
25090;CONJ FACA PROFISSIONAL 8"+ CHAIRA 8" CATUAI;CATUAI;17,020000;UN;0103;,334000;8211.92.10;7899701803811;-64,000000
25091;FACA COZINHA N.8" INOX CATUAI;CATUAI;7,690000;UN;0112;,152000;8211.92.10;7899701803859;,000000
25092;FACA P/ PAO INOX Nº 8'' CATUAI;CATUAI;4,729970;UN;0109;,113000;8211.92.10;7899701803828;1.477,000000
25093;FACA DE COZINHA  N.6" INOX CATUAI;CATUAI;6,630010;UN;0110;,121000;8211.92.10;7899701803835;1.812,000000
25094;FACA P/COZINHA  N.7" INOX CATUAI;CATUAI;6,939960;UN;0111;,130000;8211.92.10;7899701803842;691,000000
25095;FACA DE LEGUMES N.5" INOX CATUAI;CATUAI;4,140000;UN;0113;,041000;8211.92.10;7899701803866;7.257,000000
25096;CONJ FACAS 3 PEÇAS CABO PRETO;CATUAI;11,990000;UN;0114-B;,293000;8211.92.10;7899701803873;5.189,000000
25097;CONJ VEGA FACAS+GARFO 3 PECAS CATUAI;CATUAI;10,990000;UN;6402;,190000;8211.92.10;7899701803804;10.461,000000
25098;CHAIRA Nº 8" CATUAI;CATUAI;9,600000;UN;0116;,183000;8205.51.00;7899701803880;2.995,000000
25100;ESPONJA VEGETAL NATURAL;BIO ESPONJA;3,366000;UN;0000002;,024000;9616.20.00;7899766918468;881,000000
25102;ESPONJA VEGETAL BLACK OUT;BIO ESPONJA;3,726000;UN;00000004;,020000;9616.20.00;7899766918536;565,000000
25108;TACA FLORIPA AMIGAS P/ SEMPRE 300ML + TUBETE;ARTEBEL;15,750000;UN;560;,265000;7013.28.00;7898500813144;45,000000
25113;TACA FLORIPA I LOVE ROCK & ROLL+TUBETE;ARTEBEL;15,750000;UN;667;,254000;7013.28.00;7898500813632;5,000000
25114;ABRIDOR DE GARRAFA 18CM CABO BRANCO;CATUAI;4,180000;UN;3093A;,051000;8215.99.10;7899701803927;4.554,000000
25115;CANTIL SLEEVE CARROS 420ML;PLASDURAN;5,143030;UN;436164;,050000;3924.90.00;7897659676396;665,000000
25116;CANTIL SLEEVE PRINCESAS 420ML;PLASDURAN;5,143030;UN;436163;,049000;3924.90.00;7897659676372;180,000000
25117;GARRAFA SLEEVE CARROS 250ML;PLASDURAN;2,781280;UN;470805;,027000;3924.90.00;7897659676211;894,000000
25118;GARRAFA SLEEVE PRINCESAS 250ML;PLASDURAN;2,781280;UN;470804;,026000;3924.90.00;7897659676457;413,000000
25119;ABRIDOR DE GARRAFA 18CM CABO PRETO;CATUAI;4,180000;UN;3093B;,066000;8215.99.10;7899701803934;5.117,000000
25120;FORMA PAO DE QUEIJO ANTIADERENTE P/ 12 UN;CATUAI;13,900000;UN;0028;,348000;7323.99.00;7899701803941;5.396,000000
25121;FORMA PAO DE QUEIJO ANTIADERENTE P/ 6 UN;CATUAI;8,900000;UN;0031;,188000;7323.99.00;7899701803958;3.302,000000
25123;DESCASCADOR DE LEGUMES CATUAI CB.BRANCO;CATUAI;5,060000;UN;9893A;,042000;8205.51.00;7899701803972;2.563,000000
25124;DESCASCADOR DE LEGUMES CATUAI CB.PRETO;CATUAI;5,060000;UN;9893B;,042000;8205.51.00;7899701803989;3.299,000000
25133;PORTA CAIXINHA DE LEITE;MONTE LIBANO;3,999590;UN;PL 175;,088000;3924.10.00;7896743801751;317,000000
25134;PORTA OLEO PLASTICO;MONTE LIBANO;3,999590;UN;PO 165;,055000;3924.10.00;7896743801652;384,000000
25135;PORTA SAQUINHO DE LEITE;MONTE LIBANO;2,921740;UN;PS 180;,052000;3924.10.00;7896743801805;1.060,000000
25182;EXPOSITOR DE METAL CATUAI GRANDE;TROMBINI;250,000000;UN;00 DPC-0;,001000;4819.10.00;7899701804122;3,000000
25283;FRASCO SAFIRA 1500ML;TIBALINE;4,160000;UN;2021;,087000;3924.10.00;7896103420219;341,000000
25285;POTE BALEIRO 850 ML;TIBALINE;2,480000;UN;6030;,041000;3924.10.00;7896103460307;500,000000
25286;POTE BALEIRO 1600 ML;TIBALINE;3,972500;UN;6124;,068000;3924.10.00;7896103461243;592,000000
25287;FRASCO SQUEEZE BOLA 250 ML;TIBALINE;1,880000;UN;6126;,025000;3924.90.00;7896103461267;887,000000
25288;PORTA LEITE DE SAQUINHO;TIBALINE;2,215750;UN;6150;,047000;3924.10.00;7896103461502;1.960,000000
25289;COPO CONICO 350 ML;TIBALINE;1,670000;UN;6151;,037000;3924.10.00;7896103461519;275,000000
25315;CESTO TELADO DE CANTO C/TAMPA 40LTS COLOR;MB;27,000000;UN;3070;1,008000;3924.90.00;7897698230702;29,000000
25316;LIXEIRA 109 L C/TAMPA S/ALÇA  COLOR;MB;42,630000;UN;3071;2,435000;3924.90.00;7897698230719;110,000000
25317;FACA PROFISSIONAL  N.7" INOX;CATUAI;11,370020;UN;5317;,138000;8211.91.00;7899701804290;3.047,000000
25318;ABRIDOR DE GARRAFAS E LATAS INOX;CATUAI;1,890000;UN;1248;,030000;8205.51.00;7899701804306;11.353,000000
25361;PROTETOR DE PIA 31X25 CM;CATUAI;1,680000;UN;2148;,088000;3924.90.00;6962462821484;2.975,000000
25369;PAELLERA ANTIADERENTE Nº 36 C/TAMPA VIDRO;MTA;111,397310;UN;986;2,510000;7615.10.00;7897186609867;22,000000
25370;WOK SUPRA TVT 2 ALÇAS Nº 28 C/TAMPA VIDRO;MTA;71,846250;UN;950;1,627000;7615.10.00;7897186609508;44,000000
25371;JARRA ICE 750 ML CX-06;CIV;39,600000;CX/06;551-7 - 10030621;2,766000;7013.42.90;7898007755510;1.440,000000
25375;GARRAFA TERMICA PRESSAO DECOR MADRID 1LT;ALADDIN;40,170010;UN;3268;,572000;9617.00.10;7891108032689;604,000000
25376;GARRAFA TERMICA PRESSAO DECOR COFFEE 1LT;ALADDIN;40,170010;UN;3329;,625000;9617.00.10;7891108033297;594,000000
25377;GARRAFA TERMICA PRESSAO SUPREMA 1LT;ALADDIN;36,569990;UN;3306;,614000;9617.00.10;7891108033068;488,000000
25378;GARRAFA TERMICA PRESSAO SUPREMA 1,8 LT;ALADDIN;43,491360;UN;3367;,804000;9617.00.10;7891108033679;387,000000
25379;GARRAFA TERMICA ROLHA SUPREMA 250ML;ALADDIN;23,690010;UN;3096;,273000;9617.00.10;7891108030968;479,000000
25409;COPO C/ CANUDO 500ML CORINTHIANS;MEXBRAS;6,740000;UN;1070;,083000;3924.90.00;7898594910705;117,000000
25418;CANTIL 450ML OLHOS BIDU;MEXBRAS;3,340000;UN;1035;,053000;3924.90.00;7898594910354;3,000000
30007;TAMPA 1 POLEGADA C/ 2 PCS;CRISTAL ATACADO;,940000;UN;7336;,009000;3917.40.90;7898297173360;1.675,000000
30008;TAMPA 1,5 POLEGADAS C/ 2 PCS;CRISTAL ATACADO;,940000;UN;7337;,011000;3917.40.90;7898297173377;1.961,000000
30009;VEDANTE P/ TORNEIRA PVC 1/2 C/3 PCS;CRISTAL ATACADO;,610000;UN;7338;,010000;4016.93.00;7898297173384;4.843,000000
30049;PESO MODELO UNIVERSAL PLASTICO;ANFAR;2,433560;UN;7378;,055000;7907.00.90;7898297173780;2.007,000000
30056;PESO MODELO CLOCK PLASTICO;ANFAR;2,240000;UN;7385;,053000;7907.00.90;7898297173858;5.589,000000
30058;VALVULA SEGURANCA REPETITIVA C/ 2 PCS;CRISTAL ATACADO;1,348570;UN;7387;,008000;4016.93.00;7898297173872;4.468,000000
30084;FORMA P/ EMPADA GRANDE C/ 6 PCS;EDUANA;2,807850;UN;7412;,075000;7615.10.00;7898297174121;1.122,000000
30085;FORMA P/ EMPADA PEQUENA C/ 6 PCS;EDUANA;1,347220;UN;7413;,050000;7615.10.00;7898297174138;830,000000
30101;ROLETE PLAST. P/ PAPEL HIGIENICO 15,5CM;EDUANA;,990000;UN;7162;,024000;3922.90.00;7898297171625;1.563,000000
30119;RALO JAPONES GALVANIZADO GRANDE;CATUAI;2,210000;UN;0346;,014000;9604.00.00;7898297174749;1.552,000000
30120;RALO JAPONES GALVANIZADO PEQUENO;CATUAI;1,830000;UN;0347;,011000;9604.00.00;7898297174756;20.345,000000
30178;ESPONJA DE BANHO VEGETAL;BIO ESPONJA;3,602720;UN;7309;,012000;9616.20.00;7898297173094;862,000000
30180;AGULHA COMUM P/ FOGAO C/ 2 PCS;CRISTAL ATACADO;,980000;UN;7701;,009000;7319.90.00;7898297177016;8.853,000000
30285;TAPETE EMBORRACHADO 50X39CM;PERFETTO;4,160050;UN;091;,203000;5702.42.00;7898192060918;754,000000
30418;VARAL DE ACO 15MTS;BIA VARAL;1,440000;UN;7567;,049000;5607.90.90;7898297175678;2.807,000000
30439;CONJ C/6 COPOS GINGA 280ML CX-08;NADIR FIGUEIRED;55,200000;CX/08;20210200946955;1,112000;7013.37.00;7891155025115;3.118,000000
30440;CONJ C/6 COPOS BATUQUE 280ML CX-08;NADIR FIGUEIRED;55,200000;CX/08;20190200946699;1,104000;7013.37.00;7891155017684;6.480,000000
30441;TACA BRISTOL AGUA 340ML CX-12;NADIR FIGUEIRED;155,520000;CX/12;00110200500101;,001000;7013.28.00;7891155012818;516,000000
30445;COPO BRISTOL ROCKS 320ML CX-12;NADIR FIGUEIRED;62,313200;CX/12;25110200746259;,001000;7013.37.00;7891155008033;600,000000
30446;COPO BRISTOL LONG DRINK 340ML CX-12;NADIR FIGUEIRED;58,560000;CX/12;26110200742135;,001000;7013.37.00;7891155008040;588,000000
30447;COPO BRISTOL LONG DRINK 410ML CX-12;NADIR FIGUEIRED;67,200000;CX/12;27110200760763;,001000;7013.37.00;7891155008057;600,000000
30448;CANECA TABERNA 340 ML CX-12;NADIR FIGUEIRED;141,360000;CX/12;59010200779026;6,210000;7013.37.00;7891155033899;708,000000
30449;CANECA TABERNA 600 ML CX-12;NADIR FIGUEIRED;288,892300;CX/12;59020200792714;8,904000;7013.37.00;7891155034797;2.232,000000
30450;CANECA BRISTOL CERVEJA 340ML CX-12;NADIR FIGUEIRED;143,880000;CX/12;59110200793952;6,057600;7013.37.00;7891155008675;1.460,000000
30451;TACA LIRIO AGUA 365ML CX-12;NADIR FIGUEIRED;95,880000;CX/12;70340200570863;2,928000;7013.28.00;7891155017271;2.040,000000
30457;TACA LIRIO CHAMPANHE 195ML CX-12;NADIR FIGUEIRED;91,080000;CX/12;78340200570880;2,640000;7013.28.00;7891155017295;2.076,000000
30461;COPO BRISTOL LONG DRINK 520ML CX-12;NADIR FIGUEIRED;81,480000;CX/12;29110200759914;,001000;7013.37.00;7891155013884;576,000000
30751;AVENTAL NAPA DIVERSOS 63X43CM;BRINDE E ARTES;2,087960;UN;0751;,107000;6302.93.00;7898297107518;1.249,000000
30908;MESA INFANTIL AZUL C/ SUPORTE;PLASNEW;43,057900;UN;1406;1,476000;9403.70.00;7897848714069;5,000000
30909;MESA INFANTIL ROSA C/ SUPORTE;PLASNEW;43,057900;UN;1402;1,572000;9403.70.00;7897848714021;6,000000
30913;PALETE DE MADEIRA TIPO 1;NADIR FIGUEIRED;24,400000;UN;IG100;,001000;4415.20.00;7891234523853;-69,000000
30921;GARRAFA TERM. ROLHA VOGUE PRETA 750ML;INVICTA;16,700000;UN;100688030105;,530000;9617.00.10;7891691188039;1.028,000000
30924;PORTA OLEO MOD. ITALIA;NITRON;4,744830;UN;046;,001000;3924.10.00;7896779600465;219,000000
30925;CONJ C/6 COPOS BELLIZE LILAS LD 450ML;CISPER;27,600010;CJ;TW830-23 - 10030993;1,398000;7013.37.00;7891017019061;-141,000000
30928;KIT C/10 POTES NA SACOLA;JAGUAR;15,200000;UN;1593;,333000;3924.10.00;7896952515937;387,000000
30929;KIT C/7 POTES QUADRADOS;JAGUAR;10,900000;UN;2015;,243000;3924.10.00;7896952520153;1.976,000000
30930;KIT C/7 POTES REDONDOS;JAGUAR;10,900000;UN;1766;,250000;3924.10.00;7896952517665;1.293,000000
30931;KIT C/7 POTES RETANGULARES;JAGUAR;10,900000;UN;1767;,267300;3924.10.00;7896952517672;1.873,000000
31013;CAIXA ORGANIZADORA ADVENTURE TIME 4,2LTS;PLASUTIL;13,930000;UN;5887;,187000;3924.90.00;7896042058870;62,000000
31017;CAIXA ORGANIZADORA MONSTER HIGH 4,2LTS;PLASUTIL;12,900000;UN;5830;,191000;3924.90.00;7896042058306;16,000000
31018;CAIXA ORGANIZADORA MONSTER HIGH 18,7LTS;PLASUTIL;37,990000;UN;5831;,532000;3924.90.00;7896042058313;29,000000
31019;POTE DECORA CORUJA QUADRADO 500ML;PLASUTIL;3,100000;UN;3849;,040000;3924.10.00;7896042038490;296,000000
31020;POTE DECORA CORUJA QUADRADO 580ML;PLASUTIL;3,570000;UN;3845;,048000;3924.10.00;7896042038452;435,000000
31032;CANECA DEC CAFE DA MANHA 360ML;PLASUTIL;2,920500;UN;4476;,033000;3924.10.00;7896042044767;702,000000
31033;CANECA DECORADA LINHA COBRE 360ML;PLASUTIL;2,920000;UN;4421;,033000;3924.10.00;7896042044217;782,000000
31034;PORTA PAO DE FORMA DEC. CAFE DA MANHA;PLASUTIL;22,900000;UN;5610;,243000;3924.10.00;7896042056104;131,000000
31035;TACA LIRIO VINHO 250ML CX-12;NADIR FIGUEIRED;91,080000;CX/12;71340200570871;2,520000;7013.28.00;7891155017288;1.368,000000
31036;PRATO DURALEX PLAZA SOBREMESA 19CM CX-24;NADIR FIGUEIRED;198,480000;CX/24;53460200923841;6,264000;7013.49.00;7891155040507;4.392,000000
31037;PRATO DURALEX PLAZA RASO 27CM CX-12;NADIR FIGUEIRED;172,440000;CX/12;55460200923825;6,048000;7013.49.00;7891155040484;2.328,000000
31038;PRATO DURALEX PLAZA FUNDO 21CM CX-24;NADIR FIGUEIRED;270,000000;CX/24;58460200923833;9,240000;7013.49.00;7891155040491;72,000000
31039;JARRA MEDIDORA 250ML CX-04;NADIR FIGUEIRED;97,080000;CX/04;GD16125001;1,544000;7013.49.00;7894993992908;88,000000
31040;JARRA MEDIDORA 500ML CX-04;NADIR FIGUEIRED;149,240000;CX/04;GD16225009;2,628000;7013.49.00;7894993990300;148,000000
31041;JARRA MEDIDORA 1LT CX-03;NADIR FIGUEIRED;124,620000;CX/03;GD16325006;3,198000;7013.49.00;7894993993004;81,000000
31044;TIGELAS PLUS ASTRAL 1,5LTS CX-06;NADIR FIGUEIRED;77,940000;CX/06;SM400030603N;3,672600;7013.49.00;7894993031034;6.216,000000
31047;CONJ C/6 COPOS BELLIZE BLUE LD 450ML;CISPER;27,600000;CJ;TW887-23 - 10030299;1,467000;7013.37.00;7891017015858;-2,000000
31060;COPO MULTIUSO SALMOS 300ML CX-24;CIV;48,480000;CX/24;TW397-30 - 10028066;4,776000;7013.37.00;7891017004364;5.784,000000
31061;GARRAFA TERM. ROLHA LIDER VERMELHA 500ML;INVICTA;19,600000;UN;101080120112;,424000;9617.00.10;7891691180125;273,000000
31064;EXPOSITOR DE PAPELAO SIMONAGGIO;SIMONAGGIO;45,000000;UN;2708-E;4,981000;4819.10.00;7898297181594;11,000000
31066;POTE RETANGULAR ALTO 2,5 LTS;RISCHIOTO;3,231060;UN;0341;,086000;3924.10.00;7898121652214;-1,000000
31067;SALADEIRA C/ TAMPA 3 LTS;RISCHIOTO;3,959420;UN;0098;,102000;3924.10.00;7898121654270;86,000000
31068;BACIA 80 LTS;RISCHIOTO;29,133150;UN;9026;1,828000;3924.90.00;7898121656755;200,000000
31070;TIGELA P/ PREPARO 250ML CX-12;NADIR FIGUEIRED;53,400000;CX/12;63190200806611;1,560000;7013.49.00;7891155022084;300,000000
31071;TIGELA P/ PREPARO 500ML CX-12;NADIR FIGUEIRED;73,560000;CX/12;64190200808253;3,012000;7013.49.00;7891155022091;256,000000
31072;TIGELA P/ PREPARO C/ TAMPA 500ML CX-06;NADIR FIGUEIRED;102,900000;CX/06;65190200829214;2,928000;7013.49.00;7891155030027;324,000000
31073;TIGELA P/ PREPARO 2LTS CX-06;NADIR FIGUEIRED;101,880000;CX/06;67190200807429;4,506000;7013.49.00;7891155021056;76,000000
31074;TIGELA P/ PREPARO C/ TAMPA 2LTS CX-06;NADIR FIGUEIRED;137,940000;CX/06;67190200829185;4,878000;7013.49.00;7891155033257;270,000000
31075;ASSADEIRA SEMPRE QUADRADA 2,4LTS CX-06;NADIR FIGUEIRED;149,940000;CX/06;65130200805757;7,944000;7013.49.00;7891155019169;1.098,000000
31076;TIGELA P/ PREPARO 4LTS CX-06;NADIR FIGUEIRED;152,820000;CX/06;68190200807437;9,258000;7013.49.00;7891155021063;408,000000
31085;POTE DECORA CORUJA RETANGULAR 430ML;PLASUTIL;1,940000;UN;4352;,029000;3924.10.00;7896042043524;392,000000
31089;BULE N.8 LUXO 1,5LTS;NICOPAN;17,273380;UN;2760;,248000;7615.10.00;7898123822028;295,000000
31090;BULE N.10 LUXO 2LTS;NICOPAN;21,335390;UN;2761;,291000;7615.10.00;7898123822035;114,000000
31093;CONJ C/6 COPOS MARACATU 280ML CX-08;NADIR FIGUEIRED;55,200000;CX/08;20180200946082;1,136000;7013.37.00;7891155017608;14.903,000000
31095;FACA PARA PAO CABO BRANCO 7";SIMONAGGIO;4,600000;UN;1405-BR;,067000;8211.92.10;7896211876359;570,000000
31096;BALDE PIPOCA NEW DECOR 2,7LTS;PRATIC SUPORTE;2,390000;UN;17519;,086000;3924.10.00;7898939775198;451,000000
31097;LIXEIRA PIA NEW DECOR 2,7LTS;PRATIC SUPORTE;2,390000;UN;16893;,115000;3924.10.00;7898931768938;558,000000
31098;PORTA SABAO NEW DECOR;PRATIC SUPORTE;2,291670;UN;10770;,044000;3924.10.00;7898907687706;229,000000
